ID,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_189_normalized,smart_194_normalized,smart_197_normalized,smart_197_raw
32,2021/4/17,ZA1814FC,ST8000NM0055,8.00156E+12,1,0.321428571,0.375,0.916666667,0.391384389,0.65,0.2,0.616161616,0,0.23880597,0,0
33,2021/4/17,ZA180QHB,ST8000NM0055,8.00156E+12,1,0.517857143,0.375,1,0.000368189,0.9,0.2,1,0,0.417910448,0,0
34,2021/4/22,ZA189K4J,ST8000NM0055,8.00156E+12,1,0.589285714,0.375,1,0.000245459,0.9,0.2,1,0,0.268656716,0,0
35,2021/4/25,ZA16DQW7,ST8000NM0055,8.00156E+12,1,0.678571429,0.375,1,0.001104566,0.7,0.088888889,0.96969697,0,0.417910448,0,0
36,2021/4/30,ZA148GCH,ST8000NM0055,8.00156E+12,1,0.303571429,0.6875,0,0.378129602,0.9,0.088888889,0,0,0.313432836,0,0
37,2021/4/30,ZA1818BG,ST8000NM0055,8.00156E+12,1,0.017857143,0.375,0.916666667,0.405498282,0.9,0.177777778,0.727272727,0,0.373134328,0,0.018518519
38,2021/4/30,ZA180YVW,ST8000NM0055,8.00156E+12,1,0.410714286,0.375,0.986111111,0.097201767,0.875,0.155555556,0.828282828,0,0.328358209,0,0
39,2021/5/3,ZA180Z4N,ST8000NM0055,8.00156E+12,1,0.482142857,0.5625,0.958333333,0.189248895,0.9,0.177777778,0.97979798,0,0.223880597,0,0
40,2021/5/5,ZA180XM0,ST8000NM0055,8.00156E+12,1,0.089285714,0.375,0.958333333,0.207535592,0.5,0.177777778,0.545454545,0,0.328358209,0,0.018518519
41,2021/5/11,ZA1814CL,ST8000NM0055,8.00156E+12,1,0.053571429,0.375,0.958333333,0.226926853,0.9,0.177777778,0.636363636,0,0.074626866,0,0.592592593
42,2021/5/12,ZA11K24A,ST8000NM0055,8.00156E+12,1,0.446428571,0.75,0.805555556,0.858615611,0.675,0.088888889,0,0,0.268656716,0,0.018518519
43,2021/5/14,ZA14ESH1,ST8000NM0055,8.00156E+12,1,0.714285714,0.75,1,0,0.5,0.088888889,0.949494949,0,0.23880597,0,0.037037037
44,2021/5/17,ZA17ZVP4,ST8000NM0055,8.00156E+12,1,0.267857143,0.375,0.75,0.108738341,0.875,0.177777778,0.616161616,0,0.373134328,0,0
45,2021/5/21,ZA1819E8,ST8000NM0055,8.00156E+12,1,0.642857143,0.375,1,0.000613648,0.675,0.155555556,1,0,0.388059701,0,0
46,2021/5/24,ZA12Y223,ST8000NM0055,8.00156E+12,1,0.464285714,0.3125,0.888888889,0.502331861,0.7,0.133333333,0.272727273,0,0.268656716,0,0
47,2021/5/26,ZA1814FZ,ST8000NM0055,8.00156E+12,1,0.178571429,0.4375,0.805555556,0.90341188,0.75,0.155555556,0.292929293,0,0.343283582,0,0
48,2021/5/26,ZA189JDQ,ST8000NM0055,8.00156E+12,1,0.714285714,0.8125,1,1.53E-05,0.65,0.177777778,0.96969697,0,0.194029851,0,0
49,2021/5/31,ZA180ZD7,ST8000NM0055,8.00156E+12,1,0.375,0.5,0.916666667,0.366838488,0.75,0.155555556,0.545454545,0,0.343283582,0,0
50,2021/6/1,ZA1818DM,ST8000NM0055,8.00156E+12,1,0.607142857,0.375,0.930555556,0.310643716,0.6,0.155555556,0.414141414,0,0.268656716,0,0
51,2021/6/1,ZA16DQ44,ST8000NM0055,8.00156E+12,1,0.535714286,0.375,0.791666667,0.906234659,0.35,0.066666667,0,0,0.164179104,0,0
52,2021/6/2,ZA17ZNMM,ST8000NM0055,8.00156E+12,1,0.571428571,0.375,1,0.000981836,0.725,0.177777778,0.939393939,0,0.343283582,0,0.018518519
53,2021/6/2,ZA16DQ7T,ST8000NM0055,8.00156E+12,1,0.660714286,0.375,1,0,0.775,0.066666667,1,0,0.208955224,0,0
54,2021/6/3,ZA13E4ZJ,ST8000NM0055,8.00156E+12,1,0.517857143,0.375,1,0.034855179,0.7,0.066666667,0.737373737,0,0.149253731,0,0.092592593
55,2021/6/3,ZA140XN1,ST8000NM0055,8.00156E+12,1,0.214285714,0.6875,1,0.015218459,0.8,0.733333333,0.98989899,0,0.373134328,0,0
56,2021/6/4,ZA14EN8V,ST8000NM0055,8.00156E+12,1,0.392857143,0.5,0.972222222,0.133897889,0.75,0.066666667,0.686868687,0,0.28358209,0,0
57,2021/6/5,ZA189J8H,ST8000NM0055,8.00156E+12,1,0.375,0.75,0.972222222,0.130829651,0.7,0.177777778,0.757575758,0,0.208955224,0,0
58,2021/6/7,ZA181KDV,ST8000NM0055,8.00156E+12,1,0.410714286,0.375,0.875,0.579053142,0.9,0.133333333,0.565656566,0,0.28358209,0,0
59,2021/6/8,ZA180ZD1,ST8000NM0055,8.00156E+12,1,0.339285714,0.375,0.944444444,0.296023564,0.7,0.155555556,0.646464646,0,0.253731343,0,0
60,2021/6/11,ZA189JXX,ST8000NM0055,8.00156E+12,1,0.678571429,0.4375,1,0.002209131,0.9,0.177777778,0.929292929,0,0.074626866,0,0
61,2021/7/2,ZA1098EW,ST8000NM0055,8.00156E+12,1,0.672727273,0.375,1,0.036937378,0.875,0.5,0.818181818,0,0.488372093,1,0
62,2021/7/3,ZA180QJ7,ST8000NM0055,8.00156E+12,1,0.309090909,0.4375,0.892857143,0.546355186,0.7,0.1875,0.616161616,0,0.441860465,1,0
63,2021/7/3,ZA188Z1K,ST8000NM0055,8.00156E+12,1,0.636363636,0.5625,1,0,0.575,0.1875,1,0,0.302325581,1,0
64,2021/7/3,ZA180YZ0,ST8000NM0055,8.00156E+12,1,0.690909091,0.375,1,0,0.725,0.1875,1,0,0.465116279,1,0
65,2021/7/3,ZA180DYT,ST8000NM0055,8.00156E+12,1,0.4,0.375,0.94047619,0.333537182,0.75,0.1875,0.838383838,0,0.441860465,1,0
66,2021/7/5,ZA181445,ST8000NM0055,8.00156E+12,1,0.090909091,0.375,0.869047619,0.687377691,0.775,0.1875,0.353535354,0,0.627906977,1,0.008
67,2021/7/9,ZA16DQ5P,ST8000NM0055,8.00156E+12,1,0.690909091,0.375,1,0.042441292,0.75,0.104166667,0.949494949,0,0.511627907,1,0
68,2021/7/9,ZA1805ZB,ST8000NM0055,8.00156E+12,1,0.581818182,0.375,1,0.000366928,0.775,0.1875,1,0,0.395348837,1,0
69,2021/7/10,ZA180ZZE,ST8000NM0055,8.00156E+12,1,0.654545455,0.375,1,0.001345401,0.65,0.1875,1,0,0.581395349,1,0
70,2021/7/11,ZA153S7K,ST8000NM0055,8.00156E+12,1,0.672727273,0.1875,1,0.000611546,0.725,0.166666667,0.96969697,0,0.11627907,1,0
71,2021/7/12,ZA17ZN6B,ST8000NM0055,8.00156E+12,1,0.181818182,0.375,0.988095238,0.077054795,0.775,0.1875,0.909090909,0,0.441860465,1,0.024
72,2021/7/14,ZA17VTA3,ST8000NM0055,8.00156E+12,1,0.145454545,0.5,0.988095238,0.08842955,0.725,0.208333333,0.95959596,0,0.372093023,1,0
73,2021/7/14,ZA1814G3,ST8000NM0055,8.00156E+12,1,0.345454545,0.4375,1,0.005045254,0.45,0.166666667,1,0,0.418604651,1,0.016
74,2021/7/15,ZA180XGQ,ST8000NM0055,8.00156E+12,1,0.163636364,0.375,0.976190476,0.142979452,0.75,0.1875,0.767676768,0,0.627906977,1,0
75,2021/7/16,ZA1GA3V4,ST8000NM0055,8.00156E+12,1,0.581818182,1,1,0,0.325,1,1,0,0.558139535,1,0
76,2021/7/16,ZA17XYLJ,ST8000NM0055,8.00156E+12,1,0.581818182,0.375,1,0.00305773,0.75,0.1875,1,0,0.139534884,1,0
77,2021/7/18,ZA180SL1,ST8000NM0055,8.00156E+12,1,0.454545455,0.375,0.964285714,0.202910959,0.675,0.208333333,0,0,0.465116279,1,0.48
78,2021/7/18,ZA171TLQ,ST8000NM0055,8.00156E+12,1,0.6,0.375,1,0.002079256,0.825,0.125,0.96969697,0,0.302325581,1,0
79,2021/7/18,ZA17ZP3P,ST8000NM0055,8.00156E+12,1,0.618181818,0.375,0.94047619,0.356042074,0.75,0.1875,0.666666667,0,0.488372093,1,0
80,2021/7/22,ZA1819VM,ST8000NM0055,8.00156E+12,1,0.418181818,0.4375,0.976190476,0.134448386,0.7,0.1875,0.474747475,0,0.372093023,1,0.024
81,2021/7/22,ZA1818C3,ST8000NM0055,8.00156E+12,1,0.654545455,0.375,0.976190476,0.16768591,0.725,0.1875,0.888888889,0,0.162790698,1,0.032
82,2021/7/24,ZA10V55F,ST8000NM0055,8.00156E+12,1,0.363636364,0.9375,1,0.006971624,0.475,0.979166667,0.545454545,0,0.348837209,0,1
83,2021/7/25,ZA180R5F,ST8000NM0055,8.00156E+12,1,0.072727273,0.375,0.833333333,0.895181018,0.675,0.1875,0.181818182,0,0.372093023,1,0
84,2021/7/26,ZA14JB87,ST8000NM0055,8.00156E+12,1,0.309090909,0.6875,1,0.024217221,0.575,0.145833333,0.97979798,0,0.441860465,1,0
85,2021/7/30,ZA13YY2C,ST8000NM0055,8.00156E+12,1,0.254545455,0.0625,0.988095238,0.100171233,0.625,0.145833333,0.97979798,0,0.302325581,1,0
86,2021/7/30,ZA174PN4,ST8000NM0055,8.00156E+12,1,0.236363636,0.375,0.892857143,0.560543053,0.7,0.166666667,0.313131313,0,0.395348837,1,0
87,2021/8/3,ZA1819G4,ST8000NM0055,8.00156E+12,1,0.654545455,0.375,1,0.001956947,0.725,0.1875,0.96969697,0,0.558139535,1,0.008
88,2021/8/3,ZA1BHGKE,ST8000NM0055,8.00156E+12,1,0.127272727,0.375,0.821428571,0.944593933,0.85,0.645833333,0.060606061,0,0.511627907,1,0.088
89,2021/8/4,ZA16DSH2,ST8000NM0055,8.00156E+12,1,0.163636364,0.375,0.880952381,0.622920744,0.775,0.083333333,0.646464646,0,0.441860465,1,0.008
90,2021/8/5,ZA14HYGV,ST8000NM0055,8.00156E+12,1,0.563636364,0.4375,1,0.002079256,0.675,0.145833333,1,0,0.465116279,1,0
91,2021/8/5,ZA18185Y,ST8000NM0055,8.00156E+12,1,0.272727273,0.375,0.916666667,0.46795499,0.8,0.166666667,0.686868687,0,0.395348837,1,0
92,2021/8/7,ZA16EEP3,ST8000NM0055,8.00156E+12,1,0.163636364,0.6875,0.464285714,0.699975538,0.9,0.083333333,0,0,0.418604651,1,0.136
93,2021/8/7,ZA18BLF0,ST8000NM0055,8.00156E+12,1,0.145454545,0.6875,0.94047619,0.306996086,0.725,0.1875,0.404040404,0,0.23255814,1,0
94,2021/8/8,ZA17ZF2S,ST8000NM0055,8.00156E+12,1,0.363636364,0.375,0.869047619,0.688723092,0.7,0.166666667,0,0,0.279069767,1,0
95,2021/8/8,ZA1814L4,ST8000NM0055,8.00156E+12,1,0.254545455,0.375,1,0.058708415,0.775,0.1875,0.98989899,0,0.511627907,1,0
96,2021/8/9,ZA1805P7,ST8000NM0055,8.00156E+12,1,0.618181818,0.375,1,0.000978474,0.65,0.1875,1,0,0.511627907,1,0
97,2021/8/10,ZA16EEC3,ST8000NM0055,8.00156E+12,1,0.690909091,0.375,1,0,0.8,0.104166667,1,0,0.279069767,1,0
98,2021/8/11,ZA171LL9,ST8000NM0055,8.00156E+12,1,0.363636364,0.5625,0.892857143,0.579378669,0.75,0.145833333,0,0,0.418604651,1,0
99,2021/8/11,ZA180Z0D,ST8000NM0055,8.00156E+12,1,0.4,0.375,0.964285714,0.240092955,0.7,0.166666667,0.717171717,0,0.511627907,1,0
100,2021/8/13,ZA189JCA,ST8000NM0055,8.00156E+12,1,0.581818182,0.375,1,0.002446184,0.75,0.1875,0.96969697,0,0.441860465,1,0
101,2021/8/13,ZA14EER6,ST8000NM0055,8.00156E+12,1,0.672727273,0.375,1,0,0.775,0.083333333,1,0,0.418604651,1,0
102,2021/8/13,ZA189Y2E,ST8000NM0055,8.00156E+12,1,0.636363636,0.5625,1,0,0.775,0.1875,1,0,0.11627907,1,0.008
103,2021/8/14,ZA1819D0,ST8000NM0055,8.00156E+12,1,0.690909091,0.375,1,0.00159002,0.725,0.166666667,1,0,0.511627907,1,0
104,2021/8/15,ZA18BLTD,ST8000NM0055,8.00156E+12,1,0.290909091,0.375,0.666666667,0.723336595,0.65,0.1875,0,0,0.046511628,1,0
105,2021/8/16,ZA181A00,ST8000NM0055,8.00156E+12,1,0.636363636,0.375,1,0,0.725,0.1875,1,0,0.302325581,1,0
106,2021/8/20,ZA189HZW,ST8000NM0055,8.00156E+12,1,0.509090909,0.5,1,0,0.75,0.1875,1,0,0.418604651,1,0
107,2021/8/20,ZA17ZF6Q,ST8000NM0055,8.00156E+12,1,0,0.375,0.833333333,0.862035225,0.8,0.1875,0.515151515,0,0.302325581,1,0
108,2021/8/20,ZA180YTN,ST8000NM0055,8.00156E+12,1,0.690909091,0.375,1,0,0.825,0.1875,1,0,0.302325581,1,0
109,2021/8/23,ZA16DDVW,ST8000NM0055,8.00156E+12,1,0.127272727,0.3125,0,0.067881605,0.7,0.083333333,0.484848485,0,0.441860465,1,0
110,2021/8/24,ZA153SX2,ST8000NM0055,8.00156E+12,1,0.690909091,0.0625,1,0.001712329,0.75,0.145833333,1,0,0.093023256,1,0
111,2021/8/25,ZA181JDA,ST8000NM0055,8.00156E+12,1,0.563636364,0.3125,0.988095238,0.117294521,0.9,0.145833333,1,0,0.604651163,1,0
112,2021/8/26,ZA16DQC7,ST8000NM0055,8.00156E+12,1,0.490909091,0.3125,0.976190476,0.122553816,0.8,0.083333333,0.01010101,0,0.627906977,1,0.128
113,2021/8/27,ZA12XY01,ST8000NM0055,8.00156E+12,1,0.709090909,0.25,1,0.000122309,0.75,0.125,1,0,0.465116279,1,0
114,2021/8/28,ZA16DY1Y,ST8000NM0055,8.00156E+12,1,0.363636364,0.375,1,0.059319961,0.775,0.083333333,0.808080808,0,0.441860465,1,0
115,2021/8/31,ZA154WVC,ST8000NM0055,8.00156E+12,1,0.690909091,0.125,1,0.000733855,0.675,0.125,0.98989899,0,0.348837209,1,0
116,2021/9/1,ZA14EWL0,ST8000NM0055,8.00156E+12,1,0.690909091,0.5625,1,0.005259295,0.775,0.083333333,0.98989899,0,0.23255814,1,0
117,2021/9/2,ZA1816VE,ST8000NM0055,8.00156E+12,1,0.6,0.5625,1,0,0.75,0.166666667,1,0,0.069767442,1,0
118,2021/9/2,ZA1819ZZ,ST8000NM0055,8.00156E+12,1,0.127272727,0.375,0.94047619,0.308219178,0.725,0.145833333,0.474747475,0,0.465116279,1,0.008
119,2021/9/4,ZA180RTJ,ST8000NM0055,8.00156E+12,1,0.036363636,0.375,0.845238095,0.812866928,0.725,0.145833333,0.464646465,0,0.558139535,1,0
120,2021/9/6,ZA1BYB2G,ST8000NM0055,8.00156E+12,1,0.709090909,0.75,1,0.026541096,0.9,0.541666667,0.888888889,0,0.534883721,1,0.008
121,2021/9/8,ZA18BM01,ST8000NM0055,8.00156E+12,1,0.618181818,0.5625,1,0.000733855,0.65,0.145833333,1,0,0.511627907,1,0
122,2021/9/8,ZA1806EH,ST8000NM0055,8.00156E+12,1,0.581818182,0.75,1,0.002079256,0.775,0.166666667,1,0,0.395348837,1,0
123,2021/9/11,ZA16DRJL,ST8000NM0055,8.00156E+12,1,0.690909091,0.3125,1,0.031188845,0.9,0.0625,0.464646465,0,0.372093023,1,0.192
124,2021/10/1,ZA180QAE,ST8000NM0055,8.00156E+12,1,0.574074074,0.375,1,0.004150897,0.825,0.18,1,0,0.613636364,1,0
125,2021/10/1,ZA149FZ4,ST8000NM0055,8.00156E+12,1,0.685185185,0.5,1,0,0.8,0.1,1,0,0.136363636,1,0
126,2021/10/4,ZA180Q9P,ST8000NM0055,8.00156E+12,1,0.62962963,0.375,1,0.002197534,0.775,0.18,0.626262626,0,0.431818182,1,0
127,2021/10/5,ZA16EEHF,ST8000NM0055,8.00156E+12,1,0.685185185,0.375,1,0,0.8,0.1,1,0,0.409090909,1,0.006042296
128,2021/10/5,ZA13G6HK,ST8000NM0055,8.00156E+12,1,0.555555556,0.125,1,7.63E-05,0.75,0.14,1,0,0.5,1,0
129,2021/10/8,ZA13VK6A,ST8000NM0055,8.00156E+12,1,0.648148148,0.375,1,0,0.85,0.62,1,0,0.340909091,1,0.01510574
130,2021/10/9,ZA189G1C,ST8000NM0055,8.00156E+12,1,0.62962963,0.375,1,0.001098767,0.7,0.16,1,0,0.181818182,1,0
131,2021/10/9,ZA154C9Q,ST8000NM0055,8.00156E+12,1,0.407407407,0.0625,1,0.000488341,0.75,0.14,1,0,0.136363636,1,0
132,2021/10/10,ZA1D9CZW,ST8000NM0055,8.00156E+12,1,0.481481481,1,1,0,0.4,0.98,1,0,0.568181818,1,0
133,2021/10/11,ZA180QQ1,ST8000NM0055,8.00156E+12,1,0.537037037,0.6875,1,0,0.725,0.18,1,0,0.295454545,1,0
134,2021/10/11,ZA17ZPAN,ST8000NM0055,8.00156E+12,1,0.314814815,0.375,1,0.011353925,0.8,0.18,0.98989899,0,0.295454545,1,0
135,2021/10/12,ZA180YY0,ST8000NM0055,8.00156E+12,1,0.185185185,0.375,0.942857143,0.286411916,0.725,0.18,0.515151515,0,0.522727273,1,0.003021148
136,2021/10/14,ZA1BYXP8,ST8000NM0055,8.00156E+12,1,0.537037037,1,1,0,0.525,0.98,1,0,0.477272727,1,0
137,2021/10/17,ZA14ELGR,ST8000NM0055,8.00156E+12,1,0.703703704,0.5625,1,0.000732511,0.825,0.1,1,0,0.340909091,1,0
138,2021/10/20,ZA17ZNRV,ST8000NM0055,8.00156E+12,1,0.148148148,0.375,0.928571429,0.35392504,0.85,0.16,0.767676768,0,0.522727273,1,0.006042296
139,2021/10/25,ZA180YXR,ST8000NM0055,8.00156E+12,1,0.611111111,0.375,1,0.001342937,0.725,0.16,0.98989899,0,0.409090909,1,0
140,2021/10/27,ZA125W8X,ST8000NM0055,8.00156E+12,1,0.666666667,0.6875,1,0,0.85,0.64,1,0,0.318181818,1,0
141,2021/10/27,ZA1806EC,ST8000NM0055,8.00156E+12,1,0.148148148,0.375,0.985714286,0.098766939,0.775,0.18,0.838383838,0,0.318181818,1,0
142,2021/10/29,ZA1817HG,ST8000NM0055,8.00156E+12,1,0.5,0.75,1,0.000122085,0.8,0.16,0.909090909,0,0.295454545,1,0.009063444
143,2021/10/29,ZA180X72,ST8000NM0055,8.00156E+12,1,0.5,0.375,1,0.007325113,0.575,0.16,0.939393939,0,0.5,1,0.009063444
144,2021/10/30,ZA180QLR,ST8000NM0055,8.00156E+12,1,0.203703704,0.75,0.971428571,0.15846661,0.8,0.18,0.868686869,0,0.136363636,1,0
145,2021/10/30,ZA180XR2,ST8000NM0055,8.00156E+12,1,0.37037037,0.375,1,0.020510316,0.65,0.14,0,0,0.136363636,1,0.102719033
146,2021/10/30,ZA18BTS8,ST8000NM0055,8.00156E+12,1,0.611111111,0.375,1,0,0.7,0.14,1,0,0.227272727,1,0
147,2021/10/31,ZA180R2E,ST8000NM0055,8.00156E+12,1,0.074074074,0.375,0.957142857,0.223415944,0.75,0.16,0.565656566,0,0.386363636,1,0
148,2021/10/31,ZA180XW5,ST8000NM0055,8.00156E+12,1,0.259259259,0.375,0.957142857,0.236723233,0.675,0.14,0.858585859,0,0.113636364,1,0
149,2021/11/3,ZA180XM7,ST8000NM0055,8.00156E+12,1,0.62962963,0.6875,1,0.000122085,0.775,0.16,0.96969697,0,0.431818182,1,0
150,2021/11/4,ZA1819QD,ST8000NM0055,8.00156E+12,1,0.425925926,0.8125,0.971428571,0.167623001,0.75,0.16,0.909090909,0,0.181818182,1,0
151,2021/11/6,ZA16DRFZ,ST8000NM0055,8.00156E+12,1,0.685185185,0.375,1,0,0.825,0.08,1,0,0.522727273,1,0
152,2021/11/6,ZA149KZ2,ST8000NM0055,8.00156E+12,1,0.388888889,0.125,1,0.052740813,0.75,0.12,0.95959596,0,0.477272727,1,0
153,2021/11/8,ZA154CBS,ST8000NM0055,8.00156E+12,1,0.648148148,0.0625,1,0.001587108,0.775,0.12,0.98989899,0,0.181818182,1,0
154,2021/11/13,ZA18171G,ST8000NM0055,8.00156E+12,1,0.555555556,0.375,1,0,0.775,0.16,0.96969697,0,0.568181818,1,0.003021148
155,2021/11/17,ZA180YYK,ST8000NM0055,8.00156E+12,1,0.425925926,0.375,1,0.053229154,0.9,0.16,0.888888889,0,0.454545455,1,0
156,2021/11/18,ZA172C4Y,ST8000NM0055,8.00156E+12,1,0.351851852,0.5,1,0,0.8,0.14,1,0,0.5,1,0
157,2021/11/20,ZA17V0JP,ST8000NM0055,8.00156E+12,1,0.592592593,0.375,1,0,0.825,0.16,1,0,0.363636364,1,0
158,2021/11/21,ZA1814P4,ST8000NM0055,8.00156E+12,1,0.685185185,0.375,1,0.000610426,0.8,0.16,1,0,0.613636364,1,0
159,2021/11/25,ZA189J6J,ST8000NM0055,8.00156E+12,1,0.592592593,0.375,1,0.000610426,0.8,0.16,0.898989899,0,0.477272727,1,0.003021148
160,2021/11/25,ZA16XDWY,ST8000NM0055,8.00156E+12,1,0.388888889,0.4375,0.985714286,0.066170187,0.775,0.14,0.797979798,0,0.272727273,1,0.009063444
161,2021/11/28,ZA1814TR,ST8000NM0055,8.00156E+12,1,0.62962963,0.6875,1,0.000122085,0.8,0.16,1,0,0.136363636,1,0
162,2021/11/29,ZA154VDQ,ST8000NM0055,8.00156E+12,1,0.648148148,0.0625,1,0.000122085,0.775,0.12,1,0,0.295454545,1,0
163,2021/11/30,ZA153T13,ST8000NM0055,8.00156E+12,1,0.555555556,0.0625,1,0.001098767,0.725,0.12,1,0,0.272727273,1,0
164,2021/11/30,ZA171V7X,ST8000NM0055,8.00156E+12,1,0.685185185,0.375,1,0.000732511,0.8,0.1,1,0,0.477272727,1,0
165,2021/12/3,ZA180QB8,ST8000NM0055,8.00156E+12,1,0.685185185,0.375,1,0.001465023,0.775,0.16,1,0,0.568181818,1,0
166,2021/12/3,ZA14ES26,ST8000NM0055,8.00156E+12,1,0.462962963,0.375,0.842857143,0.716884385,0.775,0.06,0,0,0.181818182,1,0
167,2021/12/6,ZA1814EE,ST8000NM0055,8.00156E+12,1,0.185185185,0.375,0.985714286,0.067146869,0.75,0.14,0.868686869,0,0.545454545,1,0.006042296
168,2021/12/7,ZA189JR2,ST8000NM0055,8.00156E+12,1,0.074074074,0.375,0.971428571,0.175268587,0.8,0.16,0.484848485,0,0.340909091,1,0
